Author#hide,publication_date#info,ID#info,title#info,keywords_thematic#multi,Keyword: Geologic Time Tier 1#multi,Keyword: Geologic Time Tier 2#multi,Keyword: Discipline Tier 1#multi,Keyword: Discipline Tier 2 Human#multi,Keyword: Discipline Tier 2 Scraped#multi,resource_url#link,DataType,resource_type#multi,description#info,Services#multi,originator_contact_org_name#info,originator_contact_email#info,Comments#info,Software >Language#info,Software >Operating System#info,Software >Version#info,Software> Licence#info,REPOSITORIES#info,originator_contact_city#info,originator_contact_state#info,originator_contact_zip#info,Repository >Mailing_Address >Country#info,Repository >Physical_Address >Street#info,Repository >Physical_Address >City/Town#info,Repository >Physical_Address >State/Province#info,Repository >Physical_Address >Zip#info,Repository >Physical_Address >Country#info,Repository >Collection Type,Repository >Curator#info,Databases >Endpoint API#info,Databases >Last Update Date#info,Databases >Funding Organization#info,#name,#img,#href
Ryan,,c4p/nsf-gov/0001443,UC Museum of Paleontology,"fossils, Permian, Cretaceous, source, collections, geologic, marine, algae",,"Permian, Cretaceous",Paleobiolology,"paleontology,  microfossil, paleobotany","paleontology, Paleontology, Vertebrate, taphonomy, coastal, morphology, resources",http://www.ucmp.berkeley.edu,,database,"Database retrieves collections of fossils and modern organisms which represent prokaryotes to vertebrates collected from all continents. Choose from a variety of collections including: microfossil, invertebrate, vertebrate, paleobotany holdings, historical archives, and images of microfossil, vertebrate, plant, and invertebrate specimen photos.",,,,,,,,,,,,,,,,,,,,,,,,UC Museum of Paleontology,database.jpg,http://www.ucmp.berkeley.edu
Ryan,,c4p/nsf-gov/0001444,Rudist Bivalve Database,"images, regional, fossils",,,Paleobiolology,"paleoceanography, paleoecology, marine geoscience, evolution ","morphology, taxonomy, regional, data",http://www.paleotax.de/rudists/intro.htm,,database,"Database retrieves collections of Rudist Bivalves.The database contains exclusively published data on the taxonomy, regional and stratigraphical distribution of rudist bivalves. Currently, data is still being added.","taxonomy, regional and stratigraphical distribution of rudist bivalves",,,,,,,,,,,,,,,,,,,,,,,Rudist Bivalve Database,database.jpg,http://www.paleotax.de/rudists/intro.htm
,,c4p/nsf-gov/0001448,GB3D Type Fossils,"models, fossils, collections, algae",,,Paleobiolology,,,http://www.3d-fossils.ac.uk/,,database,"Database of type specimen fossils. The database covers macrofossil species held in British collections, and where the species are found in the UK. Search through 3D models, high resolution photographs, stereo (anaglyph) photographs, metadata, and contacts. ",,,,,,,,,,,,,,,,,,,,,,,,GB3D Type Fossils,database.jpg,http://www.3d-fossils.ac.uk/
Kaleb,,c4p/nsf-gov/0001451,Ocean Drilling Program Legacy ODP/DSDP Log Database,"map, applications, core, model, application",,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, petrology, hydrology, geophysics, exploration geophysics, geochronology","data, Engineering, Data",http://odplegacy.org/samples_data/data.html,,database,"Databases of oceanic and deep-sea drill core data and samples. Searchable by program, year, hole, location, water body, coordinates, geophysical method, etc.",,,,,,,,,,,,,,,,,,,,,,,,Ocean Drilling Program Legacy ODP/DSDP Log Database,database.jpg,http://odplegacy.org/samples_data/data.html
Kaleb,,c4p/nsf-gov/0001452,Ocean Drilling Legacy Documents,"drilling, ocean",,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, petrology, hydrology, geophysics, exploration geophysics, geochronology","Oceanography, Data, Drilling, drilling",http://scientific.oceandrilling.org,,database,"A database of reports and publications surrounding the DSDP, IODP, and other marine drilling projects. Searchable by issue date, title, subject,  project, etc.",,,,,,,,,,,,,,,,,,,,,,,,Ocean Drilling Legacy Documents,database.jpg,http://scientific.oceandrilling.org
Kaleb,,c4p/nsf-gov/0001453,Data Ocean Drilling,"core, material, coastal, drilling, ocean",,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, petrology, hydrology, geophysics, exploration geophysics, geochronology, IODP-ECORD","data, Data, Drilling, drilling",http://data.oceandrilling.org,,database,"Database of data and information related to IODP, DSDP, ODP, and USIO scientific drilling efforts. It is part of NOAA's International Ocean Drilling Data Archive. Samples are requestable from the website.",,,,,,,,,,,,,,,,,,,,,,,,Data Ocean Drilling,database.jpg,http://data.oceandrilling.org
Kaleb,,c4p/nsf-gov/0001465,Indiana Geological Survey Petroleum Database Management System,"map, maps, well, application, economic, samples, images, cores, core, geologic",,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, hydrology, geophysics, exploration geophysics, geochronology, mineralogy, petrology, natural natural resources, ","Hydrology, Geology, petroleum, Energy, Petroleum, Analysis, data, economic, Data, Resources",http://igs.indiana.edu/pdms/,,database,"A web application database that distributes petroleum-related information from the Indiana Geological Survey. The data includes information on well locations, completion zones, logs, operators, lease names, tests, hydrocarbon shows, samples, cores, geologic formations and tops, and more. The application includes the Well Record Tables, the Map Viewer, and the Fields and Production Summaries.",mapping and visualization,,,,,,,,,,,,,,,,,,,,,,,Indiana Geological Survey Petroleum Database Management System,database.jpg,http://igs.indiana.edu/pdms/
Kaleb,,c4p/nsf-gov/0001466,Illinois Oil and Gas Resources (ILOIL) Interactive Map,,,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, hydrology, geophysics, exploration geophysics, geochronology, mineralogy, petrology, natural natural resources, ",,http://www.isgs.illinois.edu/iloil,,database,"A database of Illinois oil and gas well records viewable by mapping and visualization application. Viewers can also access producing horizons, samples, core analysis data, structure contours, waterflood areas, and oil fields. Other resources include summary sheets, logs, scout check tickets, core analysis reports, and oil field statistics.",mapping and visualization,,,,,,,,,,,,,,,,,,,,,,,Illinois Oil and Gas Resources (ILOIL) Interactive Map,database.jpg,http://www.isgs.illinois.edu/iloil
Kaleb,,c4p/nsf-gov/0001467,ISGS Geologic Mapping Program Gamma-Ray Logs Database ,,,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, hydrology, geophysics, exploration geophysics, geochronology, mineralogy, petrology, natural natural resources, isotope geoscience",,http://www.isgs.illinois.edu/content/gamma-ray-logs-database,,database,An interactive mapping application-based database of Illinois State Geological Survey Geologic Mapping Program gamma-ray logs.  It allows users to view individual logs and standardized borehole location information from Illinois and Wisconsin. The page must be viewed in the Adobe Flash Player plug-in.,,,,,,,,,,,,,,,,,,,,,,,,ISGS Geologic Mapping Program Gamma-Ray Logs Database ,database.jpg,http://www.isgs.illinois.edu/content/gamma-ray-logs-database
Kaleb,,c4p/nsf-gov/0001468,Coal Mines in Illinois Viewer (ILMINES),,,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, hydrology, geophysics, exploration geophysics, geochronology, mineralogy, petrology, natural natural resources, ",,http://www.isgs.illinois.edu/ilmines,,database,"A mapping-based database illistrating a depiction of underground mining in Illinois, helping users determine the proximity of coal mines and industrial mines to homes or businesses.",,,,,,,,,,,,,,,,,,,,,,,,Coal Mines in Illinois Viewer (ILMINES),database.jpg,http://www.isgs.illinois.edu/ilmines
Kaleb,,c4p/nsf-gov/0001472,Massachusetts Gological Survey Core Repository,"satellite, United States, GIS, water, satellites, geographic",,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, hydrology, geophysics, exploration geophysics, geochronology, mineralogy, petrology, natural natural resources, ","GIS, Energy, Data, satellite, data",http://ma.water.usgs.gov/infodata/,,database,"State geological survey of Massachusetts database of surface water, groundwater, hydrologic site, water quallity, water use, stream flow, and GIS data.",,,,,,,,,,,,,,,,,,,,,,,,Massachusetts Gological Survey Core Repository,database.jpg,http://ma.water.usgs.gov/infodata/
Kaleb,,c4p/nsf-gov/0001476,Kentucky Geological Survey Borehole Database,"graphic, GIS",,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, hydrology, geophysics, exploration geophysics, geochronology, mineralogy, petrology, natural natural resources, geochemistry","GIS, Data, data",http://kgs.uky.edu/kgsweb/DataSearching/Coal/Borehole/boreholesearch.asp,,database,"A database of borehole data from Kentucky. The database is searchable by 1:24,000 quadrangle, county, lat/long coordinates, advanced lat/long coordinate radius search, advanced decimal degree coordinate search, KGS core borehole ID, upper bed and lower bed stratigraphy, and more. Includes a mapping application for mapping sites.",,,,,,,,,,,,,,,,,,,,,,,,Kentucky Geological Survey Borehole Database,database.jpg,http://kgs.uky.edu/kgsweb/DataSearching/Coal/Borehole/boreholesearch.asp
Kaleb,,c4p/nsf-gov/0001477,Kentucky Geological Survey Coal Thickness Database,GIS,,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, hydrology, geophysics, exploration geophysics, geochronology, mineralogy, petrology, natural natural resources, geochemistry","GIS, Data, data",http://kgs.uky.edu/kgsweb/DataSearching/Coal/KCRIS/thickness_search.asp,,database,"A database of coal bed thicknesses in Kentucky. The database is searchable by 1:24,000 quadrangle, county, lat/long coordinates, advanced lat/long coordinate radius search, and stratigraphic order.",,,,,,,,,,,,,,,,,,,,,,,,Kentucky Geological Survey Coal Thickness Database,database.jpg,http://kgs.uky.edu/kgsweb/DataSearching/Coal/KCRIS/thickness_search.asp
Kaleb,,c4p/nsf-gov/0001478,Kentucky Geological Survey Well Sample and Core Library Database,"core, GIS, Devonian, facility, Silurian, well, Mississippian, Pennsylvanian, borehole, samples, stratigraphic, cores, geologic, Ordovician",,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, hydrology, geophysics, exploration geophysics, geochronology, mineralogy, petrology, natural natural resources, geochemistry","GIS, Environmental, Exploration, data, Data",http://kgs.uky.edu/kgsweb/DataSearching/CSLib/CSLibSearch.asp,,database,"A database of well sample and cores from Kentucky exploration efforts.  It includes information by 1:24,000 quadrangle, county, advanced lat/long coordinate radius search, advanced decimal degree coordinate search, dore or sample call number, KGS oil and gas record number, oil and gas plat/permit number, KGS coal borehole ID, core hole number, operator name, geologic interval/unit, drill date, and more.",,,,,,,,,,,,,,,,,,,,,,,,Kentucky Geological Survey Well Sample and Core Library Database,database.jpg,http://kgs.uky.edu/kgsweb/DataSearching/CSLib/CSLibSearch.asp
Kaleb,,c4p/nsf-gov/0001479,Nevada Geologic Specimen and Geochemical Database,,,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, hydrology, geophysics, exploration geophysics, geochronology, natural natural resources, ","Mining, Geology",http://www.nbmg.unr.edu/Specimens/sp.htm,,database,"Database of geologic drill logs. Searchable by resource, mineralogy, lithology, mine, district, county, state, section.",,Rachel Dolbier,,,,,,,,,,,,,,,,,,,,,,Nevada Geologic Specimen and Geochemical Database,database.jpg,http://www.nbmg.unr.edu/Specimens/sp.htm
Kaleb,,c4p/nsf-gov/0001480,New Hampshire Water Well Inventory Program,,,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, hydrology, geophysics, exploration geophysics, geochronology, mineralogy, petrology, natural natural resources, ","Environmental, environmental",http://www2.des.state.nh.us/DESOnestop/BasicSearch.aspx,,database,"Database of water well logs in New Hampshire. Searchable by environment, urbanization, permit, usage, etc. ",,,,,,,,,,,,,,,,,,,,,,,,New Hampshire Water Well Inventory Program,database.jpg,http://www2.des.state.nh.us/DESOnestop/BasicSearch.aspx
Kaleb,,c4p/nsf-gov/0001481,Nebraska Oil and Gas Conservation Commission,GIS,,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, hydrology, geophysics, exploration geophysics, geochronology, mineralogy, petrology, natural natural resources, ","GIS, Energy, Data, Engineering, Mining",http://www.nogcc.ne.gov/olNOGCCOnlineGIS/,,database,"Database with map visualization showing geologic drilling sites in Nebraska, Colorado, South Dakota, Wyoming and Kansas. Well information contains location, resource sought, activity, number, status, lithology, stratigraphy, unit production, bore diagrams, geophysical data/diagrams, etc.",,,,,,,,,,,,,,,,,,,,,,,,Nebraska Oil and Gas Conservation Commission,database.jpg,http://www.nogcc.ne.gov/olNOGCCOnlineGIS/
Kaleb,,c4p/nsf-gov/0001482,Oklahoma Corporation Commission Well Data System,,,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, hydrology, geophysics, exploration geophysics, geochronology, mineralogy, petrology, natural natural resources, ",Data,http://occpermit.com/wellbrowse/,,database,"Database for geologic drilling well cores. Searchable by well name, number, API number, location, or operator name.",,,,,,,,,,,,,,,,,,,,,,,,Oklahoma Corporation Commission Well Data System,database.jpg,http://occpermit.com/wellbrowse/
Kaleb,,c4p/nsf-gov/0001483,New Jersey Digital Geodata Series Hydro Database,"analytical, source, geologic, water, analysis",,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, hydrology, geophysics, exploration geophysics, geochronology, mineralogy, petrology, natural natural resources, ","Environmental, data, analysis",http://www.state.nj.us/dep/njgs/geodata/dgs02-1.htm,,database,"Database of hydrologic properties of geologic materials in New Jersey. Data includes aquifer pumping test analysis, in-situ hydologic testing, slug tests, lab permeameter tests, etc.",,,,,,,,,,,,,,,,,,,,,,,,New Jersey Digital Geodata Series Hydro Database,database.jpg,http://www.state.nj.us/dep/njgs/geodata/dgs02-1.htm
